ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list
CR166262101038333952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR166262101038333952,Video,US,2019-03-12,2019-03-13,CA459173647945302016
CR166438297776685056,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR166438297776685056,Image,US,2019-07-24,2019-07-30,CA53719939109879808
CR16752983794515968,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR16752983794515968,Image,US,2019-06-18,2019-06-18,CA30791273380052992
CR169006482061262848,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169006482061262848,Video,US,2019-03-12,2019-03-12,CA460545838456766464
CR169076850805440512,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169076850805440512,Video,US,2019-03-12,2019-03-13,CA121051832171626496
CR169405192465285120,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169405192465285120,Video,US,2019-10-09,2019-10-11,CA303799460801019904
CR169701648287924224,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169701648287924224,Image,US,2019-07-15,2019-10-08,CA501552124614672384
CR169854205526278144,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169854205526278144,Video,US,2019-03-19,2019-03-25,CA184420535571054592
CR169921000857665536,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169921000857665536,Video,US,2019-05-15,2019-05-20,CA242531924122271744
CR169993431186145280,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR169993431186145280,Video,US,2019-09-16,2019-10-13,CA459173647945302016
CR17011781343903744,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR17011781343903744,Video,US,2019-09-16,2019-10-20,CA303799460801019904
CR170274906162855936,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR170274906162855936,Video,US,2019-09-16,2019-10-10,CA441963267313631232
CR172236022589947904,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR172236022589947904,Video,US,2019-09-12,2019-10-16,CA288348298773790720
CR172457849060851712,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR172457849060851712,Video,US,2019-03-19,2019-03-25,CA526131157297790976
CR172718020999774208,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR172718020999774208,Video,US,2019-09-30,2019-10-03,CA330915066809417728
CR172809967659646976,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR172809967659646976,Video,US,2019-08-08,2019-10-18,CA439564407819730944
CR172868791531732992,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR172868791531732992,Image,US,2019-05-24,2019-05-29,CA308157100259803136
CR173046362659618816,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR173046362659618816,Video,US,2019-06-13,2019-06-28,CA332158889338339328
CR173369344200278016,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR173369344200278016,Image,US,2019-03-12,2019-03-14,CA284059378791743488
CR173935867566489600,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR173935867566489600,Video,US,2019-08-08,2019-08-30,CA219287148799459328
CR174205247915294720,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR174205247915294720,Video,US,2019-07-15,2019-10-06,CA439564407819730944
CR174212944496689152,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR174212944496689152,Video,US,2019-08-30,2019-10-14,CA219287148799459328
CR174354506618765312,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR174354506618765312,Video,US,2019-03-13,2019-03-13,CA530105342076387328
CR174928451688464384,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR174928451688464384,Video,US,2019-02-08,2019-03-18,CA560407882537893888
CR175386535720386560,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR175386535720386560,Video,US,2019-10-13,2019-10-13,CA102357385720365056
CR175480406525607936,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR175480406525607936,Video,US,2019-03-12,2019-03-13,CA178824571141488640
CR175649318999425024,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR175649318999425024,Video,US,2019-09-22,2019-09-26,CA550617831004176384
CR17574731297325056,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR17574731297325056,Video,US,2019-09-18,2019-10-04,CA459173647945302016
CR176244841984819200,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR176244841984819200,Video,US,2019-06-24,2019-06-27,CA88846586838253568
CR177172554920755200,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR177172554920755200,Video,US,2019-03-21,2019-03-21,CA260418779282931712
CR177339680688177152,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR177339680688177152,Video,US,2019-03-20,2019-03-25,CA110111141719441408
CR177521100106760192,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR177521100106760192,Video,US,2019-03-12,2019-03-13,CA229736357554028544
CR178067282507857920,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR178067282507857920,Video,US,2019-05-28,2019-06-04,CA105641077196718080
CR178682459263598592,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR178682459263598592,Image,US,2019-07-25,2019-07-31,CA501552124614672384
CR179002417147281408,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179002417147281408,Video,US,2019-08-08,2019-09-28,CA551976827376107520
CR179705829711151104,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179705829711151104,Video,US,2019-03-21,2019-03-25,CA87593143582588928
CR179887524007641088,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179887524007641088,Video,US,2019-07-16,2019-07-31,CA55632539586396160
CR179949096658796544,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR179949096658796544,Video,US,2019-07-24,2019-10-16,CA550617831004176384
CR180086810490175488,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR180086810490175488,Video,US,2018-08-16,2019-03-07,CA560407882537893888
CR180642888495923200,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR180642888495923200,Image,US,2019-08-22,2019-09-15,CA47626720546652160
CR18119126992027648,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR18119126992027648,Video,US,2019-05-30,2019-06-06,CA247504465458888704
CR181578985208020992,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR181578985208020992,Video,US,2019-10-11,2019-10-14,CA460545838456766464
CR182015079007387648,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR182015079007387648,Video,US,2019-08-22,2019-09-05,CA219287148799459328
CR182286658379448320,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR182286658379448320,Video,US,2019-06-16,2019-06-16,CA459173647945302016
CR184057971611795456,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR184057971611795456,Video,US,2019-09-13,2019-10-06,CA245909623842799616
CR185385631902334976,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR185385631902334976,Video,US,2019-05-27,2019-06-04,CA441963267313631232
CR185965349408079872,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR185965349408079872,Video,US,2019-03-12,2019-03-13,CA303799460801019904
CR18602362352435200,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR18602362352435200,Image,US,2019-07-15,2019-10-19,CA501552124614672384
CR18643456599523328,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR18643456599523328,Video,US,2019-09-26,2019-10-08,CA105641077196718080
CR186964530599821312,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR186964530599821312,Video,US,2019-05-22,2019-06-29,CA459173647945302016
CR187635782448578560,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR187635782448578560,Image,US,2019-08-30,2019-10-18,CA284059378791743488
CR187724568012521472,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR187724568012521472,Video,US,2019-03-12,2019-03-13,CA178824571141488640
CR189274467090825216,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR189274467090825216,Video,US,2019-09-16,2019-10-17,CA459173647945302016
CR189412593239064576,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR189412593239064576,Image,US,2019-08-30,2019-10-20,CA474087423664455680
CR189439806151852032,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR189439806151852032,Video,US,2019-03-08,2019-03-17,CA550617831004176384
CR190820792756338688,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR190820792756338688,Video,US,2019-03-12,2019-03-13,CA551976827376107520
CR191585228215549952,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR191585228215549952,Video,US,2019-08-23,2019-10-08,CA460545838456766464
CR192032042253287424,AR488306308034854912,https://transparencyreport.google.com/political-ads/library/advertiser/AR488306308034854912/creative/CR192032042253287424,Video,US,2019-09-26,2019-10-08,CA332158889338339328
