ad_id,advertiser_id,ad_url,ad_type,regions,start_date,end_date,ad_campaigns_list,num_of_days,impressions,spend_range_min_usd,spend_range_max_usd
CR299186734644592640,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR299186734644592640,Text,US,2019-06-27,2019-06-27,CA4763909005246464,1,≤ 10k,0,100
CR344058903685758976,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR344058903685758976,Text,US,2019-06-26,2019-06-27,CA532388752849371136,2,≤ 10k,0,100
CR356889104870277120,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR356889104870277120,Text,US,2019-06-26,2019-06-26,CA380392265425616896,1,≤ 10k,0,100
CR414222039189028864,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR414222039189028864,Text,US,2019-06-27,2019-06-27,CA302705171853475840,1,≤ 10k,0,100
CR420971941071945728,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR420971941071945728,Video,US,2019-09-15,2019-09-16,CA459903448788238336,2,≤ 10k,0,100
CR449566390219702272,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR449566390219702272,Text,US,2019-05-15,2019-05-15,CA152196873417916416,1,≤ 10k,0,100
CR457094196579270656,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR457094196579270656,Text,US,2019-06-26,2019-06-27,CA270054074555039744,2,≤ 10k,0,100
CR463269053880860672,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR463269053880860672,Text,US,2019-06-26,2019-06-27,CA241906576883974144,2,≤ 10k,0,100
CR481724768869941248,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR481724768869941248,Image,US,2019-10-04,2019-10-05,CA156656355141222400,2,≤ 10k,0,100
CR500775594527555584,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR500775594527555584,Text,US,2019-06-26,2019-06-27,CA302705171853475840,2,≤ 10k,0,100
CR505560669131636736,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR505560669131636736,Text,US,2019-06-28,2019-06-28,CA110598500248453120,1,≤ 10k,0,100
CR552285515265605632,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR552285515265605632,Text,US,2019-06-26,2019-06-27,CA88784189553377280,2,≤ 10k,0,100
CR571060088626741248,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR571060088626741248,Text,US,2019-09-20,2019-10-20,CA540686767104196608,31,≤ 10k,0,100
CR65706952314847232,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR65706952314847232,Text,US,2019-09-21,2019-10-18,CA438344637107666944,12,≤ 10k,0,100
CR87640697460490240,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR87640697460490240,Text,US,2019-06-26,2019-06-27,CA510725625003114496,2,≤ 10k,0,100
CR96436790482698240,AR383251270535741440,https://transparencyreport.google.com/political-ads/library/advertiser/AR383251270535741440/creative/CR96436790482698240,Text,US,2019-06-27,2019-06-27,CA130442486106554368,1,≤ 10k,0,100
CR215837156189405184,AR384607793006510080,https://transparencyreport.google.com/political-ads/library/advertiser/AR384607793006510080/creative/CR215837156189405184,Image,US,2019-07-23,2019-09-20,CA398092203609554944,58,≤ 10k,0,100
CR145786445750075392,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR145786445750075392,Text,US,2018-08-02,2018-08-02,CA191209470116757504,1,≤ 10k,0,100
CR387362344511995904,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR387362344511995904,Image,US,2018-07-06,2018-08-01,CA43364738599485440,20,≤ 10k,0,100
CR413926545439064064,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR413926545439064064,Video,US,2018-06-13,2018-06-21,CA258059777085538304,9,≤ 10k,0,100
CR423531879019315200,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR423531879019315200,Video,US,2018-07-18,2018-07-20,CA390915966092967936,3,≤ 10k,0,100
CR77880607618629632,AR384723516605333504,https://transparencyreport.google.com/political-ads/library/advertiser/AR384723516605333504/creative/CR77880607618629632,Video,US,2018-07-18,2018-07-26,CA107294742684893184,9,≤ 10k,0,100
CR296788150028599296,AR386241117529571328,https://transparencyreport.google.com/political-ads/library/advertiser/AR386241117529571328/creative/CR296788150028599296,Image,"CZ, EU",2019-05-23,2019-05-24,CA61702668405440512,2,≤ 10k,0,100
CR315619485677518848,AR386241117529571328,https://transparencyreport.google.com/political-ads/library/advertiser/AR386241117529571328/creative/CR315619485677518848,Video,"CZ, EU",2019-05-20,2019-05-20,CA451264036172988416,1,≤ 10k,0,100
CR540453945517015040,AR386975316419018752,https://transparencyreport.google.com/political-ads/library/advertiser/AR386975316419018752/creative/CR540453945517015040,Image,US,2018-06-27,2018-07-09,CA561564568770314240,13,≤ 10k,0,100
CR308203142309216256,AR38761220852940800,https://transparencyreport.google.com/political-ads/library/advertiser/AR38761220852940800/creative/CR308203142309216256,Text,US,2019-10-19,2019-10-20,CA362105600349306880,2,≤ 10k,0,100
CR269387220752793600,AR388389563250245632,https://transparencyreport.google.com/political-ads/library/advertiser/AR388389563250245632/creative/CR269387220752793600,Image,"EU, LT",2019-05-17,2019-05-22,CA401865177760268288,6,10k-100k,0,100
CR369099731252543488,AR388389563250245632,https://transparencyreport.google.com/political-ads/library/advertiser/AR388389563250245632/creative/CR369099731252543488,Image,"EU, LT",2019-05-17,2019-05-22,CA401865177760268288,6,10k-100k,0,100
CR153969011283984384,AR388437666883960832,https://transparencyreport.google.com/political-ads/library/advertiser/AR388437666883960832/creative/CR153969011283984384,Text,US,2018-09-21,2018-09-26,CA513834769008558080,4,≤ 10k,0,100
CR403170847818252288,AR391478916046389248,https://transparencyreport.google.com/political-ads/library/advertiser/AR391478916046389248/creative/CR403170847818252288,Text,US,2019-08-12,2019-08-14,CA511609082596032512,3,≤ 10k,0,100
CR231576940018925568,AR392604815953231872,https://transparencyreport.google.com/political-ads/library/advertiser/AR392604815953231872/creative/CR231576940018925568,Video,US,2018-10-02,2018-10-02,CA140132756960051200,1,≤ 10k,0,100
CR380823548861612032,AR392604815953231872,https://transparencyreport.google.com/political-ads/library/advertiser/AR392604815953231872/creative/CR380823548861612032,Video,US,2018-11-03,2018-11-06,CA211486663556202496,4,≤ 10k,0,100
CR409183252276838400,AR392604815953231872,https://transparencyreport.google.com/political-ads/library/advertiser/AR392604815953231872/creative/CR409183252276838400,Video,US,2018-10-11,2018-10-15,CA211486663556202496,3,≤ 10k,0,100
CR226148101356781568,AR394188662453043200,https://transparencyreport.google.com/political-ads/library/advertiser/AR394188662453043200/creative/CR226148101356781568,Text,US,2019-01-22,2019-01-23,CA170697530944782336,2,≤ 10k,0,100
CR499539468580028416,AR396652668010889216,https://transparencyreport.google.com/political-ads/library/advertiser/AR396652668010889216/creative/CR499539468580028416,Text,US,2019-02-10,2019-02-13,CA333047019855675392,4,≤ 10k,0,100
CR516115980758286336,AR396652668010889216,https://transparencyreport.google.com/political-ads/library/advertiser/AR396652668010889216/creative/CR516115980758286336,Image,US,2019-02-10,2019-02-11,CA230647577815547904,2,≤ 10k,0,100
CR46101148163112960,AR397241181609656320,https://transparencyreport.google.com/political-ads/library/advertiser/AR397241181609656320/creative/CR46101148163112960,Text,US,2019-06-07,2019-07-14,CA206260409911476224,18,≤ 10k,0,100
CR553600531172425728,AR397241181609656320,https://transparencyreport.google.com/political-ads/library/advertiser/AR397241181609656320/creative/CR553600531172425728,Text,US,2019-06-11,2019-07-19,CA35123624071397376,29,≤ 10k,0,100
CR325164620996149248,AR39744596565032960,https://transparencyreport.google.com/political-ads/library/advertiser/AR39744596565032960/creative/CR325164620996149248,Image,"EU, PL",2019-04-06,2019-04-08,CA316012286206541824,3,≤ 10k,0,100
CR116794660587831296,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR116794660587831296,Image,"EU, PL",2019-09-19,2019-10-08,CA285222249777070080,20,≤ 10k,0,100
CR226358795272454144,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR226358795272454144,Image,"EU, PL",2019-09-18,2019-09-18,CA131536912493051904,1,≤ 10k,0,100
CR247258312293220352,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR247258312293220352,Image,"EU, PL",2019-09-21,2019-10-08,CA560223302023380992,18,10k-100k,0,100
CR361304056372658176,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR361304056372658176,Image,"EU, PL",2019-09-23,2019-09-28,CA121768851191889920,5,≤ 10k,0,100
CR426100475620753408,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR426100475620753408,Image,"EU, PL",2019-09-21,2019-10-08,CA560223302023380992,18,≤ 10k,0,100
CR44244485340659712,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR44244485340659712,Image,"EU, PL",2019-09-19,2019-10-08,CA285222249777070080,20,10k-100k,0,100
CR517941582377254912,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR517941582377254912,Image,"EU, PL",2019-10-07,2019-10-11,CA277509175708221440,5,≤ 10k,0,100
CR575295407416934400,AR399219615344885760,https://transparencyreport.google.com/political-ads/library/advertiser/AR399219615344885760/creative/CR575295407416934400,Image,"EU, PL",2019-09-23,2019-09-28,CA121768851191889920,5,≤ 10k,0,100
CR224133246298882048,AR399360215394287616,https://transparencyreport.google.com/political-ads/library/advertiser/AR399360215394287616/creative/CR224133246298882048,Text,US,2018-08-07,2018-08-07,CA351359935772098560,1,≤ 10k,0,100
CR106624178030903296,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR106624178030903296,Text,US,2019-10-04,2019-10-18,CA523418249795207168,14,≤ 10k,0,100
CR127389417194127360,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR127389417194127360,Image,US,2018-09-01,2018-09-30,CA517091522450030592,30,≤ 10k,0,100
CR380793862047662080,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR380793862047662080,Text,US,2018-10-01,2018-10-31,CA391630648651022336,31,≤ 10k,0,100
CR406190381626032128,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR406190381626032128,Image,US,2018-09-01,2018-09-30,CA517091522450030592,30,≤ 10k,0,100
CR429909046460416000,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR429909046460416000,Image,US,2018-08-08,2018-08-31,CA46962340645568512,24,≤ 10k,0,100
CR484721900128305152,AR399562525533798400,https://transparencyreport.google.com/political-ads/library/advertiser/AR399562525533798400/creative/CR484721900128305152,Image,US,2018-09-01,2018-09-30,CA517091522450030592,30,10k-100k,0,100
CR124868511909543936,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR124868511909543936,Image,"EU, IT",2019-05-27,2019-06-02,CA257583963428618240,7,10k-100k,0,100
CR22788752875192320,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR22788752875192320,Image,"EU, IT",2019-05-15,2019-05-18,CA48051132034973696,4,10k-100k,0,100
CR378398301088645120,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR378398301088645120,Image,"EU, IT",2019-05-21,2019-05-24,CA14543515178500096,4,≤ 10k,0,100
CR391983866761445376,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR391983866761445376,Image,"EU, IT",2019-05-20,2019-05-23,CA364170620625223680,4,≤ 10k,0,100
CR40065653960343552,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR40065653960343552,Image,EU,2019-04-23,2019-04-23,CA251470953656090624,1,≤ 10k,0,100
CR516672883397754880,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR516672883397754880,Image,"EU, IT",2019-05-20,2019-05-24,CA364170620625223680,5,≤ 10k,0,100
CR534395911325876224,AR400032566754672640,https://transparencyreport.google.com/political-ads/library/advertiser/AR400032566754672640/creative/CR534395911325876224,Image,"EU, IT",2019-05-15,2019-05-19,CA85414736170057728,5,≤ 10k,0,100
CR258196116527382528,AR40198145111490560,https://transparencyreport.google.com/political-ads/library/advertiser/AR40198145111490560/creative/CR258196116527382528,Text,US,2018-09-06,2018-09-09,CA275929040060153856,4,≤ 10k,0,100
CR350843165307043840,AR40198145111490560,https://transparencyreport.google.com/political-ads/library/advertiser/AR40198145111490560/creative/CR350843165307043840,Text,US,2018-09-25,2018-10-16,CA88123657942990848,12,≤ 10k,0,100
CR383494262605479936,AR40198145111490560,https://transparencyreport.google.com/political-ads/library/advertiser/AR40198145111490560/creative/CR383494262605479936,Text,US,2018-09-26,2018-09-26,CA367346834839961600,1,≤ 10k,0,100
